qid	query	pub_desc	pub_narr
37018	stress pflege	Publications on psychological, physical and work-related stress among nursing staff in hospitals, long‑term care, and community nursing, including prevalence studies, risk factor analyses, and intervention evaluations.	Include: empirical articles, systematic reviews, meta-analyses, theses and practice guidelines that focus on stress experienced by nurses or nursing aides (acute care, long‑term care, home care), studies of work environment determinants (staffing, shift work, patient acuity), and evaluations of stress‑reduction interventions for nursing staff. Include mixed‑methods and qualitative studies describing lived experience of stress in nursing. Include German and English publications. Exclude: studies of general population stress without nursing focus, stress in non‑human subjects, publications that only mention nursing as a secondary, incidental subgroup without separate results for nurses.
37020	stress und arbeitnehmer	Publications addressing work‑related stress among employees across sectors, covering determinants, prevalence, health and productivity outcomes, and workplace interventions.	Include: empirical studies, reviews, policy papers and reports on occupational stress among employees (private and public sectors), studies using job stress models (demand‑control, ERI), research on consequences (mental/physical health, absenteeism, presenteeism, turnover), and evaluations of workplace interventions. Include German and English sources and sector‑specific studies if they report results for employees. Exclude: studies on students, retirees, or non‑working populations without employee data; animal or purely biological stress studies without an occupational context.
37039	stress und coping	Publications on the relationship between stress and coping processes, including types of coping, efficacy, coping interventions, and how coping moderates or mediates stress–outcome relations.	Include: empirical studies, longitudinal research, experimental work, systematic reviews and meta‑analyses investigating coping strategies (problem‑focused, emotion‑focused, avoidance), coping effectiveness, coping as mediator/moderator between stress and health, and interventions to improve coping skills. Include studies across populations (workers, patients, students) if they report explicit stress–coping relationships. Exclude: papers that discuss coping only tangentially, or studies of physiological stress responses without psychological coping measures.
37044	stress und burnout	Research on the association between stress and burnout, including etiological studies, prevalence, longitudinal trajectories, risk and protective factors, and intervention effectiveness for preventing or reducing burnout.	Include: empirical studies and reviews that examine how workplace or life stressors contribute to burnout, longitudinal studies tracking stress and development of burnout, interventions aimed at reducing stress to prevent burnout, and studies identifying mediators/moderators (coping, resources). Include occupation‑specific research (healthcare, teaching, social work) where stress–burnout links are analyzed. Exclude: studies mentioning burnout without measuring stress, clinical case reports unrelated to occupational or chronic stress exposure, and research on transient fatigue not conceptualized as burnout.
37048	stress und bgm	Publications on workplace health management (BGM) interventions, programs and policies that address stress prevention, reduction and promotion of mental health in organizations.	Include: evaluations of BGM programs, implementation studies, guidelines and best‑practice reports focusing explicitly on stress reduction or mental health promotion in the workplace, cost‑effectiveness analyses, and studies of organizational strategies (work design, leadership, participation) within BGM. Include German and English literature relevant to occupational health management. Exclude: generic public health BGM discussions without stress or mental health components, and clinical treatment studies outside workplace program context.
37090	stress arbeitsplatz	Scholarly publications (articles, reports, books, theses) in the social sciences on stress at the workplace, including causes, consequences, interventions, and policy implications; emphasis on German-speaking contexts is acceptable but not required.	Relevant publications are empirical studies, theoretical articles, reviews, and policy reports that focus on psychosocial stressors, job strain, work-related stress, burnout, occupational health, and organizational interventions in workplace settings. Included are studies addressing measurement, prevalence, risk factors (e.g., demands, control, effort-reward imbalance, social support), outcomes (mental health, sickness absence, performance), and evaluations of workplace stress reduction programs. Prefer publications in social science disciplines (occupational psychology, sociology, public health, ergonomics). Exclude papers that use the term 'stress' in non-psychosocial senses (e.g., mechanical stress, chemical stress) unless linked to workers' psychosocial health. Include German-language studies ('Arbeitsplatz') and international work if directly about workplace stress.
37104	stress am arbeitsplatz	Publications on stress at the workplace (explicit phrasing 'stress am Arbeitsplatz'), emphasizing studies of causes, measurement, outcomes, and interventions within occupational and organizational settings.	Include empirical articles, literature reviews, practice-oriented reports, and policy briefs analyzing work-related stress, psychosocial hazards at work, mental health outcomes from workplace strain, and evaluations of workplace interventions. Studies in German or explicitly using the phrase 'am Arbeitsplatz' are especially relevant, but international comparable studies are also included. Exclude materials where 'stress' is used in unrelated domains (e.g., material stress) or where workplace context is absent.
4160	stress	Broad social-science publications about stress, including psychological, social, occupational, and public-health perspectives on perceived stress, coping, and outcomes.	Include empirical research, reviews, theoretical work, and policy analyses on human stress (psychological stress, chronic stress, acute stress responses), coping mechanisms, social determinants of stress, mental health consequences, and interventions. Accept studies from psychology, sociology, public health, epidemiology, and occupational health that conceptualize and measure stress. Exclude material using 'stress' in purely physical sciences contexts (e.g., mechanical stress in materials) unless explicitly linked to human or social consequences.
36787	sustainability	Publications in social sciences addressing sustainability concepts, sustainable development, environmental attitudes and behaviors, corporate/social policy sustainability, and measurement of sustainability-related outcomes.	Include empirical studies, theoretical analyses, reviews, and policy papers on sustainability as it pertains to environmental, social, and economic dimensions; sustainable consumption; attitudes and behaviors toward sustainability; organizational sustainability practices; and the social implications of sustainability transitions. Studies on measurement and indicators of sustainability (including SDG-related research) are relevant. Exclude purely technical engineering studies of sustainable technologies that lack social science analysis unless they address social adoption, policy, or behavioral aspects.
729	trust	Social-science publications on trust — interpersonal, generalized, institutional, political/trust in organizations — including causes, consequences, and measurement.	Include empirical research, theoretical treatments, reviews, and policy analyses examining the formation and effects of trust at individual, group, organizational, and societal levels. Topics include generalized social trust, political/institutional trust, trust in institutions and markets, trust dynamics in organizations, and the role of trust in cooperation and social capital. Include cross-national comparisons and survey-based studies (e.g., WVS, ESS, ISSP). Exclude non-social uses of 'trust' (e.g., cryptographic trust models) unless they have social-science relevance.
24652	umweltbewusstsein in deutschland	Publications (articles, reports, books) that analyze environmental awareness, attitudes, knowledge, and self‑reported pro‑environmental behavior among the German population or German subpopulations.	Include empirical and theoretical works whose primary focus is public environmental awareness in Germany (national surveys, regional studies, longitudinal analyses, comparative studies that report German results separately). Relevant topics: environmental attitudes, perceived environmental problems, environmental knowledge, risk perceptions, value orientations linked to environmentalism, and determinants of pro‑environmental behavior in German samples. Exclude purely natural‑science studies of environmental conditions (e.g. pollution measurements) unless they explicitly study public awareness; exclude publications limited to technical mitigation methods, biodiversity/ecology research without social or attitudinal components, and works that treat Germany only incidentally without extractable German findings.
24946	umweltschutz	Publications examining environmental protection as policy, practice, public support, governance, or collective action, including studies in Germany and comparative analyses that address environmental protection measures.	Include works that focus on environmental protection policies and instruments (regulation, protected areas, conservation programs), public attitudes and support for protection measures, activism and NGO roles in environmental protection, policy evaluation, and social/scientific analyses of protective interventions. Relevant geographic scope includes Germany specifically and comparative studies with extractable findings on environmental protection. Exclude purely technical engineering studies of remediation techniques unless they include social/policy evaluation; exclude basic ecological research that does not address protection policy or societal dimensions.
23986	ungleichheit	Scholarly and policy publications analyzing social and economic inequality (income, wealth, education, health, opportunity) including causes, consequences, trends and redistribution, with relevance to Germany or broader comparative contexts.	Include empirical studies, reviews, and policy analyses that examine distributional outcomes (income/wealth inequality, poverty, social stratification, health and educational disparities), measurement and decomposition of inequality, and policy responses. Both Germany‑specific and comparative works are relevant if they present disaggregated or generalizable findings about inequality. Exclude publications that address inequality only metaphorically (e.g. literary uses) or that focus exclusively on non‑distributional phenomena (e.g. measurement error papers without application to inequality).
23829	unkonventionelle politische partizipation	Research publications on non‑conventional political participation: protests, demonstrations, civil disobedience, petitions, boycotts, online activism and other forms of political engagement outside voting and party membership.	Include empirical studies, theoretical treatments and comparative analyses that focus specifically on unconventional political participation (frequency, causes, effects, demographic correlates, mobilization processes), especially those including German cases or cross‑national comparisons with extractable results. Exclude works that focus solely on conventional participation (voting, party membership) unless they explicitly analyze or contrast unconventional forms; exclude purely historical accounts without analysis of participation patterns unless they inform contemporary forms.
3311	verantwortung für umweltprobleme	Publications investigating attributions of responsibility for environmental problems (who is responsible: individuals, governments, industry, international actors), including normative and empirical analyses of responsibility beliefs, moral obligations and policy preferences.	Include empirical surveys, experimental studies, normative discussions and policy analyses that examine how responsibility for environmental problems is perceived and how these attributions relate to support for policies, behaviour change, or blame attribution. Relevant contexts include Germany and comparative studies with extractable national results. Exclude technical environmental science papers that do not address social perceptions of responsibility, and philosophical treatises that do not engage empirical measurement when empirical scope is required.
1719	vertrauen	Publications addressing the concept of trust (vertrauen) in social sciences: theoretical treatments, empirical studies, literature reviews and meta-analyses that explicitly analyze trust as an outcome, predictor, or construct.	Include peer‑reviewed articles, book chapters, conference papers and research reports in sociology, political science, psychology, economics and communication that explicitly focus on trust (vertrauen). Relevant works discuss interpersonal trust, generalized social trust, institutional trust, scales and measurement of trust, antecedents and consequences of trust, cross‑national comparisons, longitudinal analyses and theoretical frameworks. Exclude works that use the word 'trust' only in passing, legal/financial uses of the term 'trust' (e.g., trust funds, legal trust instruments) without social‑scientific treatment, personal names or organizational names containing 'Trust', and publications where 'vertrauen' is not a primary subject (e.g., studies that list 'trust' as one of many unrelated keywords without analysis).
25598	vertrauen in technologie	Publications on trust in technology (vertrauen in technologie): empirical and theoretical work examining users' trust in technologies, automation, AI, internet services and technical systems.	Include peer‑reviewed studies, book chapters and reports that explicitly investigate trust in technical systems — e.g., automation, algorithms, artificial intelligence, social media platforms, online services, medical devices, and robots. Relevant topics are antecedents and consequences of trust in technology, measurement of trust in automation, trust calibration, human–machine interaction, and cross‑cultural comparisons of technological trust. Exclude publications that discuss technology acceptance or adoption without reference to trust or trust constructs, legal/contractual trust instruments, or studies where technology is only background context and trust is not analyzed.
25616	vertrauen in politik	Publications about political trust (vertrauen in politik): studies on trust in political institutions, political actors, democratic legitimacy and citizen confidence in governance.	Include scholarly articles, books and reports that explicitly analyze trust in politics — trust in government, parliament, political parties, politicians, courts, and public administration. Relevant themes: determinants of political trust, consequences for participation and compliance, cross‑national and longitudinal analyses, crisis effects on political trust, and measurement issues in political trust research. Exclude works focused on trust in non‑political institutions (unless compared to political institutions) and studies mentioning 'political' only peripherally without measuring political trust.
185	work life balance	Publications on work–life balance: empirical and theoretical literature examining the balance between paid work and non‑work life, its determinants, outcomes and interventions.	Include peer‑reviewed articles, books, reports and policy papers that explicitly address work–life balance, work‑family conflict/facilitation, flexible work arrangements, well‑being, occupational health, organizational practices, gender differences in work–life balance, and evaluations of interventions (e.g., parental leave, telework). Accept cross‑sectional, longitudinal and experimental studies as well as systematic reviews and meta‑analyses. Exclude papers that use the phrase only tangentially, studies exclusively about economic productivity without reference to work–life balance, and purely technical descriptions of workplace systems with no human outcomes.
30368	work	Publications related to 'work' broadly: scholarly literature on work, employment, occupations, labour markets, job quality, and workplace processes within social sciences.	Include academic articles, books and reports that explicitly study aspects of work and employment: job characteristics, labour market participation, occupational stratification, employment relationships, workplace wellbeing, skills and training, informal work and unpaid work. Also include interdisciplinary treatments (sociology, economics, psychology, industrial relations). Exclude uses of 'work' in non‑employment contexts without relevance (e.g., 'artwork', scientific 'work' as a synonym for 'study' with no employment focus) and documents where 'work' appears only incidentally.
557	work family conflict	Scholarly publications (articles, book chapters, dissertations, reviews) that study work–family conflict (WFC) or family–work conflict (FWC), including theoretical models, antecedents, consequences, and interventions.	Relevant publications: empirical and theoretical studies explicitly addressing work–family conflict or family–work conflict; cross-sectional, longitudinal, and intervention studies examining predictors (e.g., job demands, working hours, childcare arrangements), outcomes (e.g., job satisfaction, mental health, turnover intentions), measurement and scale validation; meta-analyses and systematic reviews on WFC/FWC; cross-cultural comparisons. Exclude: works that only mention work or family topics without explicit measurement or discussion of conflict between domains; organizational-level reports without individual-level WFC measures; purely economic or macro policy papers that do not address individual work–family conflict.
6171	work life conflict	Publications examining conflict between work and non-work life (work–life conflict), including definitions, empirical evidence on causes/consequences, and interventions to improve work–life balance.	Relevant publications: empirical studies, theoretical papers, reviews and policy analyses focused on work–life conflict (synonymous with work–family conflict when non-work includes family and other life domains); studies of antecedents (e.g., boundary management, technology use), outcomes (wellbeing, productivity), and interventions (flexible work arrangements). Exclude: studies that use the term 'work–life' only in passing without measuring conflict; literature focused solely on leisure or non-conflict aspects of work–life enrichment unless conflict is directly addressed.
29207	zufriedenheit ausbildung	Publications studying satisfaction with education and vocational training (trainee/apprenticeship satisfaction), including determinants, outcomes (completion, performance), and training quality assessments.	Relevant publications: empirical studies, program evaluations and reviews on satisfaction with vocational education, apprenticeships, and formal training programs; papers on predictors (training quality, instructor support, learning opportunities), consequences (dropout, career trajectories, job satisfaction), and cross-national comparisons of trainee satisfaction. Exclude: general education satisfaction papers that do not address vocational/training context; publications about satisfaction in higher education only unless they specifically address vocational/teacher training contexts.
29421	zufriedenheit	Scholarly works on satisfaction broadly construed (life satisfaction, job satisfaction, domain-specific satisfaction), including theory, measurement, determinants, and consequences.	Relevant publications: empirical and theoretical studies on subjective wellbeing and satisfaction (life satisfaction, job satisfaction, domain satisfactions such as health, income, relationships), scale development and validation (e.g., SWLS), cross-cultural comparisons and longitudinal analyses of satisfaction trajectories. Exclude: papers that use 'satisfaction' only colloquially without measurement or conceptual focus; clinical studies that only report diagnostic outcomes without addressing satisfaction.
6678	zufriedenheit und belastung	Publications exploring the relationship between satisfaction (life, job, training) and burden/strain (stress, workload, caregiver burden, burnout), including correlational and causal analyses.	Relevant publications: empirical studies and reviews that examine how satisfaction relates to perceived burden, stress, workload, burnout, and caregiving strain across contexts (workplace, education, caregiving); intervention studies aiming to reduce burden and improve satisfaction; theoretical work linking demand–resource models to satisfaction outcomes. Exclude: studies treating satisfaction and burden as unrelated topics or focusing solely on clinical diagnosis without linking to satisfaction.
